3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.09 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -10272.71 , 10272.71 , -8.16 , 8.42 , -6.92 , 7.16 , -12.83 , 0.00 , 145.70 , 554.47 , 135.96 , 549.99 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -4.30 , 4.47 , -14.04 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 1.00 , -0.00 , -0.09 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -10248.85 , 10248.85 , -8.14 , 8.40 , -6.81 , 7.05 , -12.70 , 0.00 , 145.72 , 554.45 , 136.01 , 549.99 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -4.28 , 4.45 , -13.99 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.06 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -8352.84 , 8352.84 , -6.80 , 7.01 , -5.30 , 5.49 , -10.06 , 0.00 , 147.16 , 552.95 , 139.99 , 550.00 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -2.84 , 2.95 , -10.01 , -0.00
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.07 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -9300.98 , 9300.98 , -7.51 , 7.75 , -6.36 , 6.58 , -11.74 , 0.00 , 146.48 , 553.66 , 138.09 , 549.99 , 0.00 , -0.00 , -0.00 , -0.00 , 1 , 1 , -3.52 , 3.66 , -11.91 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.08 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -10016.84 , 10016.84 , -7.94 , 8.19 , -6.79 , 7.03 , -12.56 , 0.00 , 145.91 , 554.25 , 136.54 , 549.99 , 0.00 , -0.00 , -0.00 , -0.00 , 1 , 1 , -4.09 , 4.25 , -13.46 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.07 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -9270.32 , 9270.32 , -7.57 , 7.81 , -6.34 , 6.56 , -11.70 , 0.00 , 146.50 , 553.64 , 138.15 , 549.99 , 0.00 , -0.00 , -0.00 , 0.00 , 1 , 1 , -3.50 , 3.64 , -11.85 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 1.00 , -0.00 , -0.06 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -8514.09 , 8514.09 , -6.67 , 6.88 , -5.43 , 5.63 , -10.37 , 0.00 , 147.05 , 553.07 , 139.68 , 550.00 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -2.95 , 3.07 , -10.32 , -0.00
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 1.00 , -0.00 , -0.09 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -10300.22 , 10300.22 , -8.45 , 8.71 , -6.86 , 7.09 , -12.78 , 0.00 , 145.68 , 554.50 , 135.89 , 549.99 , 0.00 , -0.00 , -0.00 , -0.00 , 1 , 1 , -4.32 , 4.50 , -14.11 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.08 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -9840.00 , 9840.00 , -7.88 , 8.13 , -6.73 , 6.96 , -12.40 , 0.00 , 146.06 , 554.10 , 136.93 , 549.99 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -3.94 , 4.10 , -13.07 , -0.01
3 , 2 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , -0.00 , -0.07 , 0.00 , 150.00 , 550.00 , 150.00 , 550.00 , -8788.31 , 8788.31 , -7.17 , 7.39 , -6.02 , 6.23 , -11.11 , 0.00 , 146.85 , 553.27 , 139.14 , 549.99 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -3.15 , 3.27 , -10.86 , -0.01
