1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , -0.26 , 0.14 , 0.91 , -0.29 , 0.48 , -0.32 , -0.00 , 0.00 , 549.99 , 39.93 , 539.92 , 22.33 , 0.00 , 9388.29 , 0.00 , 7.81 , 0.00 , 6.66 , -1.04 , 15.33 , 549.99 , 43.59 , 535.34 , 68.44 , -0.00 , 0.00 , -5.98 , 6.83 , 1 , 0 , -0.00 , 3.65 , -4.57 , 46.11
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , 0.29 , -0.03 , 0.92 , -0.28 , 0.69 , 0.15 , -0.00 , 0.00 , 499.98 , 39.90 , 490.01 , 22.96 , 0.00 , 9388.29 , 0.00 , 7.55 , 0.00 , 6.40 , 0.38 , 22.33 , 499.98 , 43.32 , 492.48 , 76.95 , 0.00 , 0.00 , -0.00 , -0.00 , 1 , 1 , -0.00 , 3.41 , 2.47 , 53.99
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , -0.00 , 0.71 , -0.00 , 0.71 , -0.00 , 0.71 , -0.00 , 0.00 , 750.00 , 40.00 , 740.00 , 21.00 , 0.00 , 9388.29 , -0.10 , 7.26 , -0.00 , 6.12 , 0.00 , 10.78 , 750.00 , 43.18 , 740.00 , 29.40 , -0.00 , 0.00 , 0.00 , 0.00 , 1 , 1 , -0.00 , 3.18 , 0.00 , 8.40
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , -0.11 , 0.06 , 0.99 , -0.03 , -0.91 , -0.00 , -0.00 , 0.00 , 700.00 , 40.00 , 689.88 , 21.28 , 0.00 , 9388.29 , -0.03 , 7.64 , -0.00 , 6.45 , -1.57 , 7.70 , 700.00 , 43.54 , 687.14 , 35.04 , -0.00 , 0.00 , 0.00 , 0.00 , 1 , 1 , -0.00 , 3.54 , -2.74 , 13.76
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , 0.47 , -0.12 , 0.86 , -0.18 , -0.33 , 0.00 , -0.00 , 0.00 , 850.00 , 39.97 , 839.74 , 21.86 , 0.00 , 9388.29 , 0.00 , 7.90 , 0.00 , 6.75 , -3.07 , 9.73 , 850.00 , 43.71 , 838.08 , 40.22 , -0.00 , -0.00 , -0.68 , -0.12 , 1 , 0 , -0.00 , 3.73 , -1.66 , 18.36
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , 0.98 , -0.05 , -0.17 , 0.09 , -0.39 , -0.39 , -0.00 , 0.00 , 50.00 , 39.99 , 40.15 , 21.40 , 0.00 , 9388.29 , -0.00 , 7.90 , -0.00 , 6.63 , 1.66 , 7.35 , 50.00 , 43.63 , 45.58 , 37.36 , 0.00 , 0.00 , 0.00 , -0.00 , 1 , 1 , -0.00 , 3.63 , 5.43 , 15.96
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , -0.32 , 0.15 , 0.91 , -0.22 , -0.67 , 0.23 , -0.00 , 0.00 , 600.00 , 39.98 , 589.83 , 21.68 , 0.00 , 9388.29 , 0.00 , 7.90 , 0.00 , 6.75 , -1.99 , 7.65 , 600.00 , 43.71 , 586.75 , 44.23 , -0.00 , 0.00 , -0.31 , 0.11 , 1 , 0 , -0.00 , 3.74 , -3.08 , 22.54
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , 0.52 , -0.19 , 0.77 , -0.32 , 0.09 , 0.32 , -0.00 , 0.00 , 449.99 , 39.89 , 439.80 , 22.65 , 0.00 , 9388.29 , 0.00 , 7.43 , 0.00 , 6.29 , -2.17 , 18.30 , 449.99 , 43.28 , 415.11 , 87.44 , -0.00 , -0.00 , -4.96 , 3.88 , 1 , 0 , 0.00 , 3.39 , -24.69 , 64.80
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , 0.00 , 0.92 , -0.31 , -0.22 , 0.11 , 0.65 , -0.00 , -0.00 , 0.00 , 149.99 , 39.92 , 140.07 , 22.51 , 0.00 , 9388.29 , 0.00 , 7.65 , 0.00 , 6.50 , 0.86 , 17.53 , 149.99 , 43.51 , 142.43 , 63.17 , -0.00 , 0.00 , 0.00 , -0.00 , 1 , 1 , 0.00 , 3.58 , 2.36 , 40.66
1 , 1 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , -0.00 , 40.00 , -10.00 , 21.00 , 0.00 , 9388.29 , -0.01 , 7.40 , -0.00 , 6.25 , 0.00 , 6.28 , -0.00 , 43.37 , -10.00 , 24.47 , -0.00 , 0.00 , -0.00 , -0.00 , 1 , 1 , -0.00 , 3.37 , 0.00 , 3.47
