1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , -0.55 , -0.36 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11079.40 , -0.00 , 8.79 , 0.71 , 6.37 , -13.78 , 29.11 , 300.12 , 43.48 , 244.05 , 139.53 , 0.00 , -0.00 , -7.27 , 17.26 , 1 , 0 , 0.12 , 3.48 , -53.95 , 118.53
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.45 , -0.89 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8354.55 , -0.01 , 6.63 , 1.03 , 5.44 , -19.61 , 9.82 , 300.26 , 42.58 , 232.06 , 71.57 , 0.00 , 0.00 , -2.16 , 11.17 , 1 , 0 , 0.26 , 2.58 , -65.94 , 50.57
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.38 , -0.16 , -0.03 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10245.75 , -0.01 , 8.19 , 1.03 , 7.01 , -19.69 , 10.77 , 300.26 , 43.92 , 213.94 , 68.64 , 0.00 , 0.00 , -14.60 , 7.51 , 1 , 0 , 0.26 , 3.92 , -84.06 , 47.64
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.57 , 0.71 , -0.03 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10402.72 , -0.01 , 8.32 , 1.03 , 7.14 , -19.70 , 10.82 , 300.26 , 44.04 , 209.95 , 70.84 , -0.00 , 0.00 , -15.29 , 7.04 , 1 , 0 , 0.26 , 4.04 , -88.05 , 49.84
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.75 , 0.63 , -0.03 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10770.57 , -0.01 , 8.62 , 1.03 , 7.45 , -19.71 , 11.00 , 300.26 , 44.34 , 210.47 , 72.96 , 0.00 , 0.00 , -15.53 , 8.69 , 1 , 0 , 0.26 , 4.34 , -87.53 , 51.96
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.09 , -0.30 , -0.03 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11770.84 , -0.01 , 9.44 , 1.07 , 8.20 , -19.75 , 11.51 , 300.26 , 45.21 , 216.25 , 75.74 , 0.00 , 0.00 , -11.03 , 8.43 , 1 , 0 , 0.26 , 5.21 , -81.75 , 54.74
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , -0.81 , -0.26 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10699.60 , -0.01 , 8.56 , 0.67 , 6.14 , -13.78 , 28.79 , 300.12 , 43.21 , 229.95 , 135.53 , 0.00 , 0.00 , -11.62 , 15.70 , 1 , 0 , 0.12 , 3.21 , -68.05 , 114.53
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , -0.61 , 0.78 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 9629.04 , -0.01 , 7.68 , 0.67 , 5.25 , -13.77 , 27.94 , 300.12 , 42.51 , 228.66 , 137.09 , 0.00 , 0.00 , -15.47 , 20.14 , 1 , 0 , 0.12 , 2.51 , -69.34 , 116.09
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , -0.35 , 0.89 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 9433.79 , -0.01 , 7.52 , 0.67 , 5.09 , -13.77 , 27.82 , 300.12 , 42.39 , 232.98 , 135.26 , 0.00 , 0.00 , -13.53 , 19.49 , 1 , 0 , 0.12 , 2.39 , -65.02 , 114.26
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , -0.00 , 0.00 , 0.75 , -0.50 , -0.02 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8941.30 , -0.01 , 7.11 , 1.03 , 5.93 , -19.64 , 10.10 , 300.26 , 42.97 , 218.37 , 66.25 , 0.00 , -0.00 , -10.80 , 9.00 , 1 , 0 , 0.26 , 2.97 , -79.63 , 45.25
